run_id,lib_conc_ng_ul,frag_size_bp,load_conc_pm,cluster_density_k_mm2,din_score,undetermined_pct,kit_age_days,room_temp_c,lib_method,calib_status,operator_exp_years,failure_prob,run_failed
MGI-SYN-0254,3.73,380,1.6,1040,5.0,7.82,334,22.5,pcr_free,overdue,10,0.3,0
MGI-SYN-0255,1.04,448,1.1,916,7.4,3.03,226,25.1,pcr_free,today,2,0.23,0
MGI-SYN-0256,1.75,253,1.75,877,8.9,1.8,242,20.6,pcr_free,within_week,1,0.08,0
MGI-SYN-0257,4.19,484,1.95,691,5.5,2.42,141,21.3,wes,within_month,8,0.0,0
MGI-SYN-0258,1.56,384,1.43,722,9.6,9.63,199,25.4,pcr_based,overdue,8,0.15,0
MGI-SYN-0259,2.78,294,0.56,1064,6.8,6.91,112,15.6,pcr_based,within_week,8,0.1,0
MGI-SYN-0260,3.28,346,1.68,1109,5.4,1.59,127,23.0,pcr_based,overdue,8,0.15,0
MGI-SYN-0261,1.4,395,1.77,807,8.8,0.62,21,21.0,rna_seq,within_month,3,0.0,0
MGI-SYN-0262,2.16,356,1.76,858,6.5,1.45,147,24.1,wes,within_month,2,0.08,0
MGI-SYN-0263,0.44,393,2.09,687,8.4,12.68,89,23.5,amplicon,within_week,10,0.45,0
MGI-SYN-0264,1.33,276,1.17,1061,6.5,4.36,303,19.9,pcr_based,within_week,3,0.15,0
MGI-SYN-0265,1.96,364,1.87,970,6.9,3.81,203,20.5,pcr_free,overdue,3,0.15,0
MGI-SYN-0266,1.19,237,2.08,1199,7.9,4.54,85,15.1,rna_seq,overdue,5,0.4,0
MGI-SYN-0267,5.03,341,0.89,692,7.5,2.28,167,24.2,pcr_based,within_month,3,0.0,0
MGI-SYN-0268,1.09,278,1.73,782,3.4,8.23,72,22.7,pcr_based,today,8,0.3,0
MGI-SYN-0269,1.79,291,1.4,892,5.0,3.7,298,26.2,pcr_based,today,1,0.23,0
MGI-SYN-0270,2.38,449,1.57,966,8.7,0.62,9,20.8,rna_seq,within_month,8,0.0,0
MGI-SYN-0271,4.58,437,1.74,811,6.8,0.69,281,24.7,pcr_based,today,5,0.15,0
MGI-SYN-0272,1.09,399,1.41,693,6.1,3.85,258,18.8,amplicon,within_week,5,0.15,1
MGI-SYN-0273,3.98,263,1.33,1009,4.6,13.79,275,15.0,wes,within_week,3,0.5,1
MGI-SYN-0274,2.24,325,1.61,980,5.1,1.84,238,21.7,pcr_based,within_month,3,0.0,0
MGI-SYN-0275,1.36,447,1.17,685,3.4,10.18,20,20.3,pcr_free,today,3,0.25,0
MGI-SYN-0276,2.8,361,1.17,1094,6.8,7.22,233,18.8,rna_seq,within_month,3,0.0,0
MGI-SYN-0277,2.46,536,1.87,1061,5.9,1.42,221,24.7,rna_seq,within_month,5,0.0,0
MGI-SYN-0278,1.65,381,1.14,874,5.3,0.19,326,25.6,wes,within_month,3,0.15,0
MGI-SYN-0279,2.3,365,1.87,864,6.9,0.54,17,22.3,amplicon,within_week,1,0.08,0
MGI-SYN-0280,1.84,325,1.79,950,7.7,6.52,89,21.5,pcr_based,within_week,2,0.08,0
MGI-SYN-0281,2.36,361,0.91,695,10.0,1.11,196,22.2,rna_seq,within_month,5,0.0,0
MGI-SYN-0282,3.1,338,1.33,855,4.3,2.32,350,20.0,pcr_based,within_month,1,0.38,1
MGI-SYN-0283,4.92,407,2.08,463,9.1,3.48,84,23.7,wes,within_month,8,0.0,0
MGI-SYN-0284,1.2,427,1.21,1008,8.8,6.46,87,17.4,rna_seq,overdue,5,0.25,0
MGI-SYN-0285,6.47,287,1.41,569,5.6,0.6,307,18.8,amplicon,within_month,8,0.15,0
MGI-SYN-0286,0.84,244,1.78,1121,7.4,2.61,338,19.6,wes,within_month,8,0.3,0
MGI-SYN-0287,2.06,203,1.91,791,6.2,3.32,154,23.6,wes,within_week,2,0.23,0
MGI-SYN-0288,2.99,391,1.5,812,7.3,3.89,228,21.1,pcr_free,within_week,8,0.0,0
MGI-SYN-0289,2.56,262,1.36,737,9.7,8.53,264,26.1,amplicon,within_month,5,0.0,0
MGI-SYN-0290,1.63,178,2.17,798,8.1,0.94,223,24.4,pcr_free,within_week,8,0.15,0
MGI-SYN-0291,2.01,381,2.3,1105,7.9,8.25,121,19.6,pcr_based,within_month,8,0.0,0
MGI-SYN-0292,1.74,549,1.99,402,6.2,5.9,173,23.9,pcr_free,within_week,1,0.08,0
MGI-SYN-0293,1.66,350,1.63,1080,4.3,4.06,4,20.8,pcr_based,within_month,3,0.15,0
MGI-SYN-0294,3.4,417,1.28,911,6.6,6.01,342,23.4,wes,within_month,5,0.15,1
MGI-SYN-0295,2.66,357,1.27,633,9.2,2.66,128,24.6,rna_seq,within_month,5,0.0,0
MGI-SYN-0296,1.57,342,1.81,656,4.3,0.74,110,25.3,pcr_based,overdue,3,0.3,0
MGI-SYN-0297,3.49,424,1.77,1152,5.1,5.48,355,22.6,pcr_based,within_week,3,0.15,0
MGI-SYN-0298,2.6,327,2.16,680,7.2,3.72,37,26.8,pcr_based,within_week,3,0.0,0
MGI-SYN-0299,3.34,371,1.86,642,5.2,5.1,71,23.3,rna_seq,within_week,5,0.0,0
MGI-SYN-0300,3.05,376,1.0,1055,5.6,2.06,289,22.4,pcr_based,overdue,10,0.3,1
MGI-SYN-0301,1.47,297,2.02,911,6.2,11.87,31,21.1,amplicon,within_month,8,0.1,0
MGI-SYN-0302,1.68,429,1.2,681,4.5,4.43,268,20.1,rna_seq,within_month,3,0.15,0
MGI-SYN-0303,3.23,336,1.45,889,5.2,0.45,11,23.3,pcr_based,within_week,1,0.08,0
MGI-SYN-0304,3.02,290,1.7,665,8.3,2.99,344,22.3,rna_seq,within_month,2,0.23,0
MGI-SYN-0305,2.2,393,2.4,1048,4.6,7.06,328,22.8,rna_seq,within_week,3,0.3,0
MGI-SYN-0306,2.36,278,2.84,1041,4.1,7.9,32,23.4,rna_seq,within_month,8,0.15,0
MGI-SYN-0307,4.22,352,1.84,946,5.9,3.41,57,22.8,pcr_based,within_month,3,0.0,0
MGI-SYN-0308,1.66,349,1.53,915,8.3,11.26,166,28.0,pcr_based,within_month,5,0.1,0
MGI-SYN-0309,2.93,437,1.81,1167,6.6,1.56,188,20.4,wes,within_month,8,0.0,0
MGI-SYN-0310,2.01,388,1.96,850,6.2,2.64,342,23.3,pcr_based,within_month,10,0.15,0
MGI-SYN-0311,2.0,348,1.47,637,7.1,11.44,19,21.3,amplicon,within_month,2,0.18,0
MGI-SYN-0312,3.86,415,2.32,931,3.9,11.33,116,15.0,pcr_free,within_week,1,0.43,0
MGI-SYN-0313,3.36,461,1.69,1225,7.9,5.79,184,21.4,pcr_free,within_month,3,0.0,0
MGI-SYN-0314,3.34,395,1.8,667,7.7,9.79,270,19.2,pcr_based,within_week,5,0.0,0
MGI-SYN-0315,4.27,351,1.87,785,6.3,0.46,33,21.8,amplicon,today,10,0.0,0
MGI-SYN-0316,2.25,245,1.77,925,8.8,10.01,10,21.9,pcr_based,within_week,1,0.18,0
MGI-SYN-0317,3.13,265,1.94,840,5.0,1.93,80,23.2,amplicon,within_month,1,0.08,0
MGI-SYN-0318,1.91,326,1.35,673,9.0,0.98,192,20.4,pcr_based,within_week,8,0.0,0
MGI-SYN-0319,2.62,301,1.38,1052,7.3,1.37,320,20.8,amplicon,within_month,5,0.15,0
MGI-SYN-0320,2.09,335,1.16,1268,6.4,2.71,190,24.1,amplicon,today,10,0.0,0
MGI-SYN-0321,2.34,355,1.78,885,7.0,1.45,68,19.6,pcr_based,within_week,3,0.0,0
MGI-SYN-0322,3.0,392,1.91,687,6.8,1.93,348,16.5,pcr_based,within_month,3,0.25,0
MGI-SYN-0323,1.48,344,1.78,571,9.2,0.73,125,22.5,pcr_free,within_week,2,0.08,0
MGI-SYN-0324,6.34,389,2.27,896,5.1,1.76,336,25.2,pcr_based,within_month,2,0.23,1
MGI-SYN-0325,1.35,355,1.6,1049,5.6,4.25,59,24.1,amplicon,within_month,5,0.0,0
MGI-SYN-0326,1.21,192,1.87,936,8.9,2.92,97,22.5,pcr_based,overdue,3,0.3,1
MGI-SYN-0327,3.97,275,1.16,850,5.9,2.13,275,25.8,pcr_based,within_month,1,0.23,1
MGI-SYN-0328,3.31,338,1.45,744,8.6,6.86,149,25.2,amplicon,today,8,0.0,0
MGI-SYN-0329,3.04,253,1.88,653,10.0,11.2,278,21.0,pcr_free,within_week,2,0.33,0
MGI-SYN-0330,3.05,398,1.94,1000,6.3,7.07,265,22.7,rna_seq,today,5,0.0,0
MGI-SYN-0331,2.21,472,1.48,1014,8.2,2.02,9,22.9,pcr_free,overdue,3,0.15,0
MGI-SYN-0332,1.42,448,1.57,572,4.9,6.82,283,21.7,rna_seq,today,8,0.3,0
MGI-SYN-0333,2.31,333,0.99,1136,8.4,0.82,273,25.4,pcr_based,within_week,2,0.23,0
MGI-SYN-0334,1.59,469,1.46,953,7.4,0.7,301,21.5,pcr_based,within_week,8,0.15,0
MGI-SYN-0335,3.62,362,1.96,1102,7.9,2.12,8,20.5,pcr_based,within_month,1,0.08,0
MGI-SYN-0336,2.07,323,1.83,608,5.8,8.24,208,15.0,pcr_free,within_week,3,0.1,0
MGI-SYN-0337,1.47,301,1.8,604,4.0,1.41,125,19.6,pcr_based,overdue,5,0.3,0
MGI-SYN-0338,1.9,326,1.62,823,7.9,0.33,123,18.1,pcr_free,today,2,0.08,0
MGI-SYN-0339,2.74,319,1.6,941,3.3,0.71,33,21.9,amplicon,today,3,0.15,0
MGI-SYN-0340,1.68,364,1.34,1173,6.4,9.79,1,18.2,pcr_based,within_week,8,0.0,0
MGI-SYN-0341,1.48,363,1.88,977,8.7,5.02,204,23.8,wes,within_month,8,0.0,0
MGI-SYN-0342,2.51,350,1.77,806,7.3,1.46,6,25.3,pcr_free,overdue,1,0.23,1
MGI-SYN-0343,2.52,385,1.8,665,10.0,4.05,297,21.9,rna_seq,today,2,0.23,0
MGI-SYN-0344,1.73,445,1.39,1071,8.8,3.75,5,19.0,pcr_based,today,2,0.08,0
MGI-SYN-0345,1.76,426,0.74,676,5.8,5.33,80,22.9,pcr_free,within_month,2,0.08,0
MGI-SYN-0346,2.5,231,2.04,1143,7.0,1.33,274,27.7,pcr_based,today,10,0.15,0
MGI-SYN-0347,1.08,146,1.41,799,6.9,9.99,177,26.7,pcr_free,today,5,0.45,0
MGI-SYN-0348,1.1,425,1.25,1136,4.2,1.85,338,17.8,pcr_free,today,3,0.55,1
MGI-SYN-0349,1.55,241,1.88,972,5.3,5.92,321,17.7,pcr_based,today,10,0.25,0
MGI-SYN-0350,2.0,332,1.44,825,6.0,0.1,339,16.9,amplicon,within_week,5,0.25,1
MGI-SYN-0351,2.6,256,2.02,757,3.3,2.33,136,18.6,rna_seq,today,5,0.15,0
MGI-SYN-0352,4.65,206,1.85,789,7.1,2.17,25,22.8,pcr_based,within_week,3,0.15,0
MGI-SYN-0353,3.42,393,1.87,927,6.6,3.92,325,20.3,rna_seq,within_month,3,0.15,0
MGI-SYN-0354,2.05,411,1.05,864,4.0,0.38,183,19.5,rna_seq,within_week,5,0.15,0
MGI-SYN-0355,2.2,304,2.08,743,7.7,7.81,168,25.1,wes,within_month,1,0.08,1
MGI-SYN-0356,1.35,143,1.7,820,8.3,1.23,338,23.6,pcr_based,today,3,0.45,0
MGI-SYN-0357,2.21,306,1.45,864,7.4,5.65,178,16.9,pcr_free,within_month,2,0.18,0
MGI-SYN-0358,1.93,381,1.66,467,6.4,8.13,95,24.9,pcr_free,within_week,1,0.08,0
MGI-SYN-0359,2.62,232,0.89,932,8.1,4.13,33,23.5,amplicon,within_month,5,0.0,0
MGI-SYN-0360,1.47,365,1.76,674,8.2,6.75,111,23.6,pcr_based,today,5,0.0,0
MGI-SYN-0361,2.89,349,1.19,642,7.6,5.42,146,20.3,pcr_free,overdue,3,0.15,1
MGI-SYN-0362,4.79,396,1.06,546,5.5,2.2,231,21.4,pcr_based,within_week,3,0.0,0
MGI-SYN-0363,2.11,360,0.99,527,7.5,8.27,272,16.1,pcr_free,within_week,5,0.25,0
MGI-SYN-0364,2.72,272,2.05,606,9.2,1.75,336,24.6,amplicon,overdue,2,0.38,1
MGI-SYN-0365,3.14,446,1.35,722,5.9,4.23,38,19.0,pcr_free,within_month,5,0.0,0
MGI-SYN-0366,1.82,337,2.21,1202,10.0,6.84,135,19.4,amplicon,within_week,8,0.0,0
MGI-SYN-0367,2.49,348,1.39,755,6.1,2.38,334,19.3,wes,overdue,2,0.38,0
MGI-SYN-0368,2.24,275,0.92,882,7.1,1.8,235,27.4,pcr_free,within_week,8,0.0,0
MGI-SYN-0369,2.34,315,1.15,922,5.8,3.07,319,20.0,pcr_based,today,8,0.15,0
MGI-SYN-0370,1.51,279,2.09,874,7.4,8.52,345,24.8,wes,overdue,1,0.38,1
MGI-SYN-0371,2.25,336,1.54,836,3.9,13.29,160,21.9,pcr_based,within_week,1,0.33,1
MGI-SYN-0372,2.85,487,1.38,635,6.0,3.94,38,19.5,pcr_free,overdue,10,0.15,0
MGI-SYN-0373,4.6,240,1.66,1111,5.0,5.42,150,19.0,pcr_based,within_week,2,0.08,0
MGI-SYN-0374,3.6,221,1.8,1175,7.2,11.68,308,20.1,amplicon,within_month,8,0.25,1
MGI-SYN-0375,6.53,468,2.05,547,8.8,0.52,29,21.8,amplicon,within_month,5,0.0,0
MGI-SYN-0376,1.52,333,2.18,666,8.2,1.32,144,23.8,pcr_free,overdue,3,0.15,0
MGI-SYN-0377,3.44,296,1.46,800,2.7,6.17,76,20.6,pcr_based,within_month,2,0.38,1
MGI-SYN-0378,2.44,433,1.07,676,10.0,8.68,145,20.5,pcr_based,today,3,0.0,0
MGI-SYN-0379,6.65,302,1.43,941,7.5,9.73,229,19.4,wes,within_month,3,0.0,0
MGI-SYN-0380,1.49,496,1.7,719,5.6,2.68,64,18.4,pcr_based,today,5,0.0,0
MGI-SYN-0381,1.46,404,1.21,1240,7.3,0.47,347,18.2,wes,within_month,10,0.15,0
MGI-SYN-0382,1.65,311,1.22,1064,7.3,2.88,345,25.0,pcr_based,overdue,8,0.3,0
MGI-SYN-0383,0.77,523,1.74,888,5.8,1.31,269,20.4,amplicon,within_month,3,0.35,0
MGI-SYN-0384,1.71,302,1.58,1035,7.4,1.72,328,20.7,pcr_based,within_month,8,0.15,0
MGI-SYN-0385,1.52,409,1.61,1049,5.9,7.4,184,20.0,amplicon,today,8,0.0,0
MGI-SYN-0386,2.4,374,1.3,748,6.3,0.39,261,21.0,pcr_based,within_month,10,0.0,0
MGI-SYN-0387,2.64,454,1.51,703,5.8,8.79,268,23.1,wes,within_week,3,0.0,0
MGI-SYN-0388,5.69,475,1.23,864,4.4,2.79,169,20.5,pcr_based,within_month,8,0.15,1
MGI-SYN-0389,3.58,353,1.96,1005,7.3,4.53,259,22.5,pcr_based,today,5,0.0,0
MGI-SYN-0390,1.67,290,2.01,875,8.1,0.47,227,26.3,pcr_based,within_month,3,0.0,0
MGI-SYN-0391,1.42,387,0.86,566,7.9,2.06,33,19.5,wes,today,10,0.0,0
MGI-SYN-0392,2.85,296,1.23,705,8.5,0.47,214,20.7,amplicon,within_month,1,0.08,0
MGI-SYN-0393,1.15,511,1.0,837,7.6,16.29,50,23.9,pcr_based,today,2,0.33,0
MGI-SYN-0394,5.56,361,1.34,836,6.0,8.23,210,26.5,amplicon,within_month,8,0.0,0
MGI-SYN-0395,4.01,321,1.57,1205,8.5,3.08,29,18.3,amplicon,within_week,1,0.08,0
MGI-SYN-0396,1.76,365,1.02,601,4.6,1.27,39,16.9,rna_seq,within_month,8,0.25,1
MGI-SYN-0397,0.95,242,1.23,941,5.4,13.55,347,22.0,wes,within_week,5,0.4,1
MGI-SYN-0398,4.38,272,1.2,1118,5.3,2.11,100,21.7,amplicon,within_month,1,0.08,0
MGI-SYN-0399,2.1,446,1.68,1259,8.9,0.88,173,24.1,pcr_based,within_week,3,0.0,0
MGI-SYN-0400,4.13,297,1.63,777,8.7,4.14,17,23.6,wes,within_month,8,0.0,0
MGI-SYN-0401,1.0,266,1.31,938,7.9,14.39,56,21.9,amplicon,within_week,5,0.25,0
MGI-SYN-0402,1.65,393,1.67,953,8.9,0.1,226,25.1,rna_seq,within_month,10,0.0,0
MGI-SYN-0403,2.23,445,1.38,885,5.4,1.36,46,20.0,pcr_free,today,8,0.0,0
MGI-SYN-0404,2.28,408,1.49,832,7.6,13.94,67,22.6,pcr_free,within_week,3,0.1,0
MGI-SYN-0405,1.78,430,2.27,928,6.8,0.94,197,18.4,pcr_free,within_month,1,0.08,0
MGI-SYN-0406,3.04,289,2.14,394,8.5,0.6,142,21.9,amplicon,today,10,0.2,0
MGI-SYN-0407,1.3,236,1.08,973,6.8,4.22,323,17.6,rna_seq,within_week,5,0.25,0
MGI-SYN-0408,2.07,470,1.93,873,6.3,9.9,23,18.7,pcr_free,overdue,1,0.23,0
MGI-SYN-0409,2.36,324,1.92,810,8.0,3.24,94,27.1,amplicon,overdue,8,0.15,0
MGI-SYN-0410,2.88,330,1.14,1218,8.6,26.07,242,16.5,amplicon,within_month,8,0.3,0
MGI-SYN-0411,3.18,456,1.93,729,5.8,5.68,237,21.4,amplicon,within_week,5,0.0,0
MGI-SYN-0412,1.27,394,2.22,777,6.9,0.38,54,24.5,pcr_based,within_week,3,0.0,0
MGI-SYN-0413,1.03,386,1.15,1208,5.1,24.69,138,28.7,wes,within_month,5,0.45,0
MGI-SYN-0414,4.22,523,1.23,700,2.5,2.62,333,22.5,pcr_free,today,5,0.45,1
MGI-SYN-0415,2.63,299,2.01,751,7.4,1.69,272,22.7,wes,overdue,8,0.3,0
MGI-SYN-0416,1.53,424,1.71,824,8.1,4.08,41,22.1,pcr_based,within_week,10,0.0,0
MGI-SYN-0417,4.83,355,1.82,1001,7.5,1.81,98,25.2,pcr_based,overdue,5,0.15,0
MGI-SYN-0418,2.36,371,1.74,887,3.5,0.45,183,23.3,wes,within_month,8,0.15,0
MGI-SYN-0419,4.01,472,1.76,617,6.4,0.1,128,20.3,pcr_based,within_month,10,0.0,0
MGI-SYN-0420,2.3,391,1.07,754,3.0,2.99,229,25.3,pcr_free,today,2,0.23,0
MGI-SYN-0421,6.24,393,2.02,741,9.5,9.07,317,20.6,amplicon,overdue,1,0.38,1
MGI-SYN-0422,5.35,436,2.07,836,5.0,4.25,86,17.2,pcr_based,within_week,8,0.1,0
MGI-SYN-0423,1.97,321,1.51,927,9.3,35.0,256,17.2,pcr_based,within_month,2,0.38,1
MGI-SYN-0424,3.62,283,1.58,925,8.7,1.69,209,21.4,pcr_based,within_month,1,0.08,0
MGI-SYN-0425,3.07,266,0.99,530,5.4,1.65,215,22.3,pcr_free,within_week,2,0.08,0
MGI-SYN-0426,4.41,193,1.81,1042,5.0,0.87,100,24.9,pcr_based,within_week,3,0.15,0
MGI-SYN-0427,1.37,514,1.83,895,7.6,0.9,49,23.9,pcr_free,within_month,2,0.08,0
MGI-SYN-0428,3.14,262,1.58,1099,5.5,1.68,201,22.2,rna_seq,within_week,3,0.0,0
MGI-SYN-0429,3.78,332,2.05,930,7.2,7.87,258,25.0,pcr_free,within_month,10,0.0,0
MGI-SYN-0430,0.92,328,1.47,1048,6.1,11.81,178,22.0,pcr_based,within_week,5,0.25,1
MGI-SYN-0431,1.23,375,1.83,934,3.8,18.46,245,18.1,pcr_free,within_week,5,0.25,1
MGI-SYN-0432,0.8,415,1.19,1092,3.0,1.32,123,17.5,pcr_free,within_month,1,0.48,1
MGI-SYN-0433,1.95,419,1.59,944,7.4,10.66,342,25.8,amplicon,within_month,5,0.25,0
MGI-SYN-0434,3.19,303,1.53,832,6.0,1.99,171,15.3,amplicon,within_week,5,0.1,0
MGI-SYN-0435,4.72,337,1.69,1259,6.0,0.6,333,21.4,pcr_free,overdue,5,0.3,0
MGI-SYN-0436,2.31,373,1.45,1010,8.3,10.2,136,30.9,pcr_free,overdue,2,0.43,0
MGI-SYN-0437,5.02,330,1.55,953,9.1,5.05,59,23.4,pcr_free,within_month,3,0.0,0
MGI-SYN-0438,1.12,479,1.93,620,6.5,0.9,193,21.4,wes,within_week,8,0.15,0
MGI-SYN-0439,0.95,389,1.43,618,6.4,2.81,268,16.9,amplicon,within_week,5,0.25,1
MGI-SYN-0440,2.16,409,0.96,903,7.9,1.69,260,26.9,pcr_free,within_month,5,0.0,0
MGI-SYN-0441,2.7,403,2.3,876,4.6,6.67,95,25.6,pcr_based,within_month,5,0.15,0
MGI-SYN-0442,2.19,444,2.15,739,7.4,3.02,125,24.1,amplicon,within_week,3,0.0,0
MGI-SYN-0443,0.79,364,1.08,875,8.0,22.68,41,22.0,wes,within_month,8,0.55,0
MGI-SYN-0444,2.13,246,1.88,1136,8.2,0.28,254,23.7,rna_seq,within_week,1,0.08,0
MGI-SYN-0445,1.16,382,1.4,975,3.5,2.19,7,21.6,pcr_based,today,5,0.3,0
MGI-SYN-0446,3.11,298,1.71,645,5.6,3.29,216,19.1,pcr_free,within_month,10,0.0,0
MGI-SYN-0447,2.67,308,1.72,830,5.4,3.5,69,24.9,pcr_free,within_month,8,0.0,0
MGI-SYN-0448,1.39,397,1.51,705,7.2,1.9,69,21.8,wes,within_week,3,0.0,0
MGI-SYN-0449,1.72,449,1.29,780,7.9,6.53,81,23.6,rna_seq,within_month,3,0.0,0
MGI-SYN-0450,1.31,352,1.32,776,9.7,10.39,30,21.6,pcr_based,overdue,5,0.25,0
MGI-SYN-0451,2.16,375,1.23,764,6.1,13.96,73,23.4,pcr_based,within_month,8,0.1,0
MGI-SYN-0452,3.59,486,1.27,624,6.1,8.18,262,22.0,pcr_based,within_month,5,0.0,0
MGI-SYN-0453,1.36,369,1.57,827,9.1,9.5,89,21.7,pcr_based,today,5,0.0,0
MGI-SYN-0454,2.86,558,1.31,749,7.5,4.0,208,22.1,pcr_based,within_week,2,0.08,0
MGI-SYN-0455,1.71,395,1.87,323,9.3,8.74,213,30.9,amplicon,within_week,5,0.3,1
MGI-SYN-0456,1.5,209,2.19,1220,7.5,1.81,322,24.4,pcr_free,within_month,5,0.3,0
MGI-SYN-0457,2.11,410,1.37,1046,4.9,2.54,266,29.8,pcr_based,within_month,10,0.25,0
MGI-SYN-0458,1.33,380,1.7,782,4.6,1.91,293,22.0,amplicon,within_week,3,0.3,0
MGI-SYN-0459,1.69,453,1.8,853,4.2,3.15,207,21.1,pcr_free,within_week,8,0.15,1
MGI-SYN-0460,1.22,404,1.79,639,8.2,1.68,333,18.8,pcr_free,within_week,3,0.15,0
MGI-SYN-0461,5.94,339,1.63,1155,9.1,16.3,77,26.8,pcr_based,within_week,5,0.1,0
MGI-SYN-0462,2.27,252,1.9,1192,10.0,1.88,288,19.3,wes,overdue,8,0.3,0
MGI-SYN-0463,1.57,333,1.79,878,8.5,0.52,47,27.4,wes,within_month,2,0.08,0
MGI-SYN-0464,2.48,282,1.1,1034,9.1,3.74,110,19.0,pcr_free,within_week,3,0.0,0
MGI-SYN-0465,2.1,304,1.95,882,6.0,0.29,200,24.7,pcr_based,within_month,8,0.0,0
MGI-SYN-0466,1.99,397,1.95,609,4.9,0.59,210,17.2,pcr_based,within_month,5,0.25,1
MGI-SYN-0467,3.03,484,1.29,776,8.5,1.24,154,20.7,amplicon,within_month,1,0.08,0
MGI-SYN-0468,3.25,382,1.62,874,7.8,3.12,10,22.1,amplicon,today,3,0.0,0
MGI-SYN-0469,1.71,254,1.87,768,7.2,2.84,353,20.2,wes,within_week,5,0.15,0
MGI-SYN-0470,1.67,386,1.52,811,7.7,8.04,157,21.5,pcr_based,today,10,0.0,0
MGI-SYN-0471,1.94,446,2.03,834,7.6,6.73,261,21.5,rna_seq,within_month,2,0.08,0
MGI-SYN-0472,0.7,301,2.55,835,9.3,2.78,77,24.4,rna_seq,within_month,8,0.35,0
MGI-SYN-0473,1.04,339,1.29,859,9.3,2.03,257,15.7,wes,within_month,2,0.33,1
MGI-SYN-0474,4.41,351,1.05,659,8.0,1.9,131,20.3,amplicon,within_week,2,0.08,0
MGI-SYN-0475,5.07,287,1.72,721,8.5,7.44,67,25.8,pcr_based,within_week,2,0.08,0
MGI-SYN-0476,1.96,402,1.89,619,7.9,0.27,228,23.7,pcr_based,today,8,0.0,0
MGI-SYN-0477,2.97,340,1.51,1026,6.2,0.1,163,25.8,pcr_free,overdue,2,0.23,1
MGI-SYN-0478,2.6,384,2.18,471,8.4,7.94,15,24.3,pcr_free,within_week,8,0.0,0
MGI-SYN-0479,10.38,279,1.06,1058,4.5,3.24,232,18.7,amplicon,today,3,0.35,1
MGI-SYN-0480,3.9,315,1.88,1100,8.9,0.7,195,24.0,amplicon,overdue,10,0.15,0
MGI-SYN-0481,2.09,408,1.36,796,4.8,1.34,349,22.3,rna_seq,within_month,8,0.3,0
MGI-SYN-0482,1.38,320,2.29,381,7.5,13.48,30,28.8,pcr_free,within_month,5,0.4,0
MGI-SYN-0483,1.0,488,2.4,785,5.5,9.81,359,24.4,pcr_free,today,8,0.3,1
MGI-SYN-0484,2.46,318,1.29,838,8.0,6.19,338,23.6,wes,within_month,5,0.15,0
MGI-SYN-0485,1.52,368,1.38,668,6.9,3.29,331,24.0,pcr_based,within_week,8,0.15,0
MGI-SYN-0486,1.09,425,1.94,757,4.1,3.67,316,23.4,pcr_free,within_month,3,0.45,0
MGI-SYN-0487,1.61,237,1.45,1125,7.8,18.49,296,23.3,rna_seq,today,1,0.33,0
MGI-SYN-0488,1.3,209,1.58,970,6.0,16.87,330,21.2,wes,within_week,5,0.4,1
MGI-SYN-0489,5.17,228,1.61,684,8.6,1.21,220,23.6,pcr_based,within_month,3,0.0,0
MGI-SYN-0490,3.46,451,0.83,562,7.0,8.33,147,24.8,wes,within_month,3,0.0,0
MGI-SYN-0491,2.22,306,1.59,791,7.7,1.1,259,25.2,amplicon,within_month,5,0.0,0
MGI-SYN-0492,4.66,555,1.32,812,5.3,1.2,292,24.8,wes,today,3,0.15,0
MGI-SYN-0493,2.31,305,1.4,939,5.9,5.64,299,26.5,wes,today,5,0.15,0
MGI-SYN-0494,1.45,365,2.18,754,6.2,2.6,143,25.4,pcr_free,within_month,1,0.08,0
MGI-SYN-0495,4.77,473,1.1,942,8.5,13.41,235,23.9,amplicon,within_month,10,0.1,0
MGI-SYN-0496,2.91,510,1.93,1198,10.0,0.47,115,18.6,pcr_free,overdue,10,0.15,0
MGI-SYN-0497,1.32,515,1.49,997,5.6,3.58,90,18.6,pcr_free,within_month,10,0.0,0
MGI-SYN-0498,2.02,447,1.49,841,8.9,12.54,208,21.3,rna_seq,within_month,3,0.1,0
MGI-SYN-0499,1.44,432,1.92,817,3.1,11.72,164,22.1,pcr_based,overdue,5,0.4,0
MGI-SYN-0500,1.11,397,1.74,786,4.9,0.85,84,26.2,amplicon,today,10,0.3,1
MGI-SYN-0501,3.54,412,1.83,1063,5.3,2.28,77,15.0,wes,within_week,10,0.1,0
MGI-SYN-0502,5.78,306,1.99,737,4.6,4.83,161,18.9,rna_seq,within_week,8,0.15,0
MGI-SYN-0503,1.11,285,1.47,858,4.1,0.87,5,21.4,wes,today,3,0.3,0
MGI-SYN-0504,2.95,350,1.36,859,7.7,17.21,78,19.0,pcr_based,within_month,5,0.1,0
MGI-SYN-0505,1.61,336,1.17,760,6.6,12.31,91,19.6,pcr_based,within_month,8,0.1,0
MGI-SYN-0506,1.74,314,1.27,603,7.7,0.91,87,20.5,pcr_free,within_month,3,0.0,0
MGI-SYN-0507,1.66,406,2.78,908,8.2,0.65,270,19.2,pcr_based,within_week,5,0.0,0
MGI-SYN-0508,1.44,426,2.1,839,7.5,0.45,104,19.7,pcr_based,within_month,8,0.0,0
MGI-SYN-0509,2.28,357,1.06,940,8.2,12.01,339,26.1,amplicon,today,5,0.25,0
